Asset_ID,Hostname,IP_Address,Operating_System,Business_Owner,Environment,Severity,QID,CVE,Vulnerability_Title,CVSS_v3_Score,First_Detected,Last_Detected,Days_Open,Patch_Available,Exploit_Available,Threat_Intel_Flag,Risk_Score,Status,Remediation_Action,Due_Date,Scanner_Source
SRV-1521,WEB-PRODUCTION-0521,10.186.43.12,RHEL 8,Sean Kelly,Production,Critical,271516,CVE-2023-3519,Citrix ADC RCE,9.8,2026-02-24,2026-08-13,172,Yes,Yes,Low,958,Open,Configuration fix,2026-09-12,Qualys
SRV-1522,APP-PRODUCTION-0522,10.103.168.81,Windows Server 2016,Patrick Doyle,UAT,High,340530,CVE-2020-1472,Zerologon,10.0,2026-07-18,2026-08-04,28,Yes,Yes,Low,991,In Progress,Upgrade package,2026-08-18,Qualys
SRV-1523,API-UAT-0523,10.27.183.138,RHEL 9,David Walsh,Dev,Medium,149673,CVE-2020-1472,Zerologon,10.0,2026-05-01,2026-08-06,106,Yes,No,Low,1000,Mitigated,Deploy KB update,2026-09-06,Qualys
SRV-1524,FILE-PRODUCTION-0524,10.86.5.156,RHEL 9,Niamh Murphy,Test,High,367924,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-02-19,2026-08-05,177,Yes,Yes,High,945,Open,Apply vendor patch,2026-09-04,Qualys
SRV-1525,WEB-PRODUCTION-0525,10.96.128.76,Windows Server 2019,David Walsh,Test,Medium,207156,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-06-13,2026-07-27,63,Yes,Yes,Low,870,Mitigated,Configuration fix,2026-10-02,Qualys
SRV-1526,WEB-UAT-0526,10.166.209.74,Windows Server 2016,Emma Kelly,Dev,Critical,279688,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-05-25,2026-07-26,82,Yes,Yes,Low,1000,Open,Deploy KB update,2026-10-06,Qualys
SRV-1527,API-UAT-0527,10.47.114.162,Windows Server 2016,Sarah OBrien,Test,Medium,136692,CVE-2021-44228,Log4Shell,10.0,2026-06-19,2026-07-27,57,Yes,Yes,Low,998,Open,Deploy KB update,2026-08-24,Qualys
SRV-1528,APP-PRODUCTION-0528,10.110.186.120,Windows Server 2022,David Walsh,UAT,Critical,228411,CVE-2020-1472,Zerologon,10.0,2026-03-27,2026-07-20,141,No,Yes,Low,976,Open,Upgrade package,2026-09-03,Qualys
SRV-1529,FILE-PRODUCTION-0529,10.244.249.93,RHEL 8,Patrick Doyle,UAT,High,346789,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-03-05,2026-08-09,163,No,No,Low,734,Mitigated,Configuration fix,2026-10-03,Qualys
SRV-1530,FILE-UAT-0530,10.219.22.195,Windows Server 2022,Laura Smith,UAT,Medium,389853,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-13,2026-08-15,124,Yes,No,Medium,957,In Progress,Upgrade package,2026-09-14,Qualys
SRV-1531,DB-PRODUCTION-0531,10.184.121.51,Windows Server 2019,Emma Kelly,Production,High,106728,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-12,2026-07-31,156,Yes,No,Medium,939,In Progress,Configuration fix,2026-10-02,Qualys
SRV-1532,WEB-UAT-0532,10.227.10.236,Windows Server 2016,Patrick Doyle,UAT,High,201831,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-05-28,2026-07-26,79,No,No,Low,1000,In Progress,Configuration fix,2026-09-25,Qualys
SRV-1533,APP-PRODUCTION-0533,10.123.9.236,Windows Server 2022,John Murphy,UAT,High,237012,CVE-2021-44228,Log4Shell,10.0,2026-07-31,2026-08-03,15,No,Yes,Medium,1000,Open,Deploy KB update,2026-08-16,Qualys
SRV-1534,FILE-PRODUCTION-0534,10.133.233.49,RHEL 8,David Walsh,Test,Medium,232577,CVE-2020-1472,Zerologon,10.0,2026-03-03,2026-07-24,165,Yes,No,Low,999,In Progress,Configuration fix,2026-10-03,Qualys
SRV-1535,DB-PRODUCTION-0535,10.69.192.54,Ubuntu 22.04,Patrick Doyle,Dev,Medium,103366,CVE-2021-44228,Log4Shell,10.0,2026-07-18,2026-07-26,28,Yes,No,High,1000,Open,Apply vendor patch,2026-10-04,Qualys
SRV-1536,FILE-PRODUCTION-0536,10.46.96.48,Ubuntu 22.04,David Walsh,UAT,High,355051,CVE-2021-44228,Log4Shell,10.0,2026-04-30,2026-07-26,107,Yes,Yes,Medium,986,Mitigated,Deploy KB update,2026-08-27,Qualys
SRV-1537,APP-UAT-0537,10.231.224.105,RHEL 8,Laura Smith,Production,Critical,187097,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-06-29,2026-07-21,47,Yes,No,High,957,In Progress,Apply vendor patch,2026-09-02,Qualys
SRV-1538,FILE-PRODUCTION-0538,10.3.16.69,Windows Server 2016,Laura Smith,Production,High,150773,CVE-2020-1472,Zerologon,10.0,2026-03-18,2026-08-08,150,Yes,Yes,Medium,1000,Mitigated,Upgrade package,2026-10-14,Qualys
SRV-1539,DB-UAT-0539,10.175.228.88,Windows Server 2022,Emma Kelly,Dev,High,308913,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-20,2026-07-27,87,No,Yes,Medium,884,In Progress,Apply vendor patch,2026-08-16,Qualys
SRV-1540,WEB-PRODUCTION-0540,10.223.136.72,Ubuntu 22.04,Emma Kelly,Dev,Medium,336935,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-04,2026-07-23,103,No,No,Low,847,Open,Apply vendor patch,2026-09-25,Qualys
SRV-1541,DB-UAT-0541,10.60.156.125,RHEL 8,Laura Smith,Production,High,282627,CVE-2023-3519,Citrix ADC RCE,9.8,2026-03-05,2026-08-04,163,No,No,Low,935,Mitigated,Apply vendor patch,2026-10-01,Qualys
SRV-1542,API-PRODUCTION-0542,10.33.128.204,Windows Server 2016,Michael Byrne,Test,High,188108,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-26,2026-07-24,50,No,Yes,Medium,848,Mitigated,Deploy KB update,2026-08-31,Qualys
SRV-1543,WEB-UAT-0543,10.184.8.42,Windows Server 2022,Patrick Doyle,Dev,Critical,215540,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-02-27,2026-07-24,169,Yes,No,Low,871,Open,Deploy KB update,2026-10-14,Qualys
SRV-1544,DB-PRODUCTION-0544,10.239.148.197,RHEL 9,Sarah OBrien,Dev,High,297661,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-11,2026-08-13,126,No,No,High,788,Open,Upgrade package,2026-08-23,Qualys
SRV-1545,API-PRODUCTION-0545,10.191.242.30,RHEL 9,Aoife Ryan,UAT,Critical,264297,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-07-23,2026-08-05,23,No,Yes,Medium,1000,Open,Deploy KB update,2026-10-09,Qualys
SRV-1546,APP-PRODUCTION-0546,10.28.102.3,RHEL 9,Niamh Murphy,Dev,Medium,175864,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-25,2026-07-22,82,Yes,Yes,Medium,876,Mitigated,Configuration fix,2026-08-25,Qualys
SRV-1547,WEB-UAT-0547,10.80.129.254,Ubuntu 22.04,Sarah OBrien,Dev,High,350757,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-02-25,2026-07-19,171,Yes,No,Medium,789,Mitigated,Configuration fix,2026-08-19,Qualys
SRV-1548,APP-PRODUCTION-0548,10.237.222.199,Windows Server 2019,Niamh Murphy,Test,High,256815,CVE-2023-3519,Citrix ADC RCE,9.8,2026-06-22,2026-07-19,54,Yes,Yes,Low,1000,In Progress,Upgrade package,2026-09-12,Qualys
SRV-1549,FILE-PRODUCTION-0549,10.136.187.73,Windows Server 2022,Emma Kelly,Test,High,151023,CVE-2021-44228,Log4Shell,10.0,2026-05-17,2026-07-22,90,Yes,No,Low,1000,Open,Upgrade package,2026-09-14,Qualys
SRV-1550,FILE-UAT-0550,10.230.38.54,Windows Server 2019,Emma Kelly,Production,Critical,289910,CVE-2021-44228,Log4Shell,10.0,2026-07-10,2026-08-01,36,Yes,Yes,Medium,1000,In Progress,Deploy KB update,2026-10-14,Qualys
SRV-1551,WEB-UAT-0551,10.152.112.249,Windows Server 2019,Patrick Doyle,UAT,Critical,117822,CVE-2020-1472,Zerologon,10.0,2026-04-15,2026-08-10,122,Yes,Yes,Medium,956,In Progress,Upgrade package,2026-09-29,Qualys
SRV-1552,WEB-UAT-0552,10.222.210.167,RHEL 8,Michael Byrne,Test,Medium,292583,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-02-28,2026-07-23,168,Yes,Yes,High,748,Open,Apply vendor patch,2026-09-16,Qualys
SRV-1553,API-UAT-0553,10.71.178.191,Windows Server 2016,Laura Smith,UAT,Medium,301305,CVE-2021-44228,Log4Shell,10.0,2026-04-06,2026-08-08,131,No,No,Medium,952,Mitigated,Deploy KB update,2026-08-22,Qualys
SRV-1554,WEB-UAT-0554,10.143.210.138,RHEL 9,Niamh Murphy,Production,Critical,372053,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-30,2026-08-10,138,Yes,Yes,Low,981,Open,Deploy KB update,2026-10-10,Qualys
SRV-1555,DB-PRODUCTION-0555,10.11.33.148,Windows Server 2019,David Walsh,Production,Medium,394910,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-08-13,2026-08-13,2,Yes,Yes,High,757,Open,Upgrade package,2026-09-08,Qualys
SRV-1556,DB-PRODUCTION-0556,10.243.243.133,Windows Server 2022,Sean Kelly,Test,Critical,173324,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-02-27,2026-08-15,169,No,No,Low,731,In Progress,Deploy KB update,2026-09-29,Qualys
SRV-1557,APP-PRODUCTION-0557,10.77.220.214,Windows Server 2019,David Walsh,UAT,Medium,288253,CVE-2020-1472,Zerologon,10.0,2026-08-03,2026-08-12,12,Yes,Yes,Low,954,Mitigated,Configuration fix,2026-08-20,Qualys
SRV-1558,FILE-UAT-0558,10.22.242.66,Ubuntu 22.04,Patrick Doyle,UAT,High,380968,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-05-09,2026-07-26,98,Yes,Yes,Low,720,Mitigated,Upgrade package,2026-09-25,Qualys
SRV-1559,API-PRODUCTION-0559,10.108.211.40,Windows Server 2022,Patrick Doyle,Test,High,113584,CVE-2021-44228,Log4Shell,10.0,2026-05-11,2026-07-28,96,Yes,Yes,Medium,1000,Open,Apply vendor patch,2026-09-28,Qualys
SRV-1560,DB-UAT-0560,10.200.70.38,Windows Server 2019,Michael Byrne,Production,High,151352,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-05-22,2026-07-26,85,No,Yes,Medium,711,Open,Apply vendor patch,2026-08-27,Qualys
SRV-1561,WEB-UAT-0561,10.180.147.222,Windows Server 2022,Sean Kelly,Dev,Medium,151939,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-05-28,2026-07-28,79,Yes,Yes,Medium,762,In Progress,Deploy KB update,2026-09-07,Qualys
SRV-1562,FILE-UAT-0562,10.152.33.67,Windows Server 2016,Sean Kelly,UAT,Medium,166253,CVE-2023-3519,Citrix ADC RCE,9.8,2026-03-31,2026-07-29,137,Yes,No,Low,1000,Mitigated,Upgrade package,2026-08-19,Qualys
SRV-1563,APP-UAT-0563,10.181.118.47,RHEL 8,Aoife Ryan,Test,High,363312,CVE-2021-44228,Log4Shell,10.0,2026-05-12,2026-07-24,95,Yes,No,Medium,1000,Mitigated,Deploy KB update,2026-09-04,Qualys
SRV-1564,DB-PRODUCTION-0564,10.163.21.20,Ubuntu 22.04,Emma Kelly,Production,Medium,186566,CVE-2021-44228,Log4Shell,10.0,2026-05-28,2026-08-02,79,Yes,Yes,Low,1000,In Progress,Configuration fix,2026-10-06,Qualys
SRV-1565,APP-UAT-0565,10.128.132.176,Ubuntu 22.04,Sean Kelly,Production,Critical,312583,CVE-2023-3519,Citrix ADC RCE,9.8,2026-04-28,2026-07-25,109,Yes,Yes,Low,995,Open,Configuration fix,2026-09-29,Qualys
SRV-1566,API-PRODUCTION-0566,10.156.115.247,Windows Server 2019,Sean Kelly,UAT,Medium,191652,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-13,2026-07-23,63,Yes,No,High,784,Mitigated,Upgrade package,2026-08-19,Qualys
SRV-1567,DB-PRODUCTION-0567,10.213.139.218,Windows Server 2016,Michael Byrne,Dev,High,353296,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-07-02,2026-08-04,44,Yes,No,High,844,Open,Configuration fix,2026-08-29,Qualys
SRV-1568,FILE-UAT-0568,10.15.92.2,RHEL 9,Niamh Murphy,Dev,Medium,256421,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-03,2026-07-30,165,Yes,Yes,High,934,In Progress,Deploy KB update,2026-09-10,Qualys
SRV-1569,WEB-PRODUCTION-0569,10.106.32.234,RHEL 8,John Murphy,UAT,Critical,231142,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-26,2026-07-31,111,Yes,No,Medium,955,In Progress,Upgrade package,2026-09-08,Qualys
SRV-1570,WEB-UAT-0570,10.169.215.113,Windows Server 2019,David Walsh,Dev,Medium,327520,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-30,2026-07-21,138,Yes,No,Low,864,Open,Apply vendor patch,2026-08-28,Qualys
SRV-1571,DB-PRODUCTION-0571,10.42.171.51,RHEL 8,Michael Byrne,Production,Critical,320775,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-05-05,2026-08-02,102,No,No,Low,1000,Mitigated,Deploy KB update,2026-09-05,Qualys
SRV-1572,FILE-PRODUCTION-0572,10.29.246.28,Windows Server 2016,David Walsh,UAT,Medium,280418,CVE-2023-3519,Citrix ADC RCE,9.8,2026-05-04,2026-07-30,103,Yes,Yes,High,1000,Mitigated,Upgrade package,2026-09-12,Qualys
SRV-1573,DB-UAT-0573,10.22.195.110,Windows Server 2019,Laura Smith,UAT,Medium,368036,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-25,2026-07-31,112,Yes,Yes,Medium,737,Open,Upgrade package,2026-09-29,Qualys
SRV-1574,WEB-PRODUCTION-0574,10.49.219.152,Ubuntu 22.04,David Walsh,UAT,Medium,163156,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-27,2026-08-09,110,Yes,No,High,920,In Progress,Deploy KB update,2026-10-14,Qualys
SRV-1575,WEB-UAT-0575,10.105.135.79,Ubuntu 22.04,Emma Kelly,UAT,High,276254,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-03-10,2026-08-09,158,No,No,High,871,Mitigated,Configuration fix,2026-09-26,Qualys
SRV-1576,DB-UAT-0576,10.64.82.230,Windows Server 2016,David Walsh,Production,High,100280,CVE-2020-1472,Zerologon,10.0,2026-06-07,2026-08-04,69,Yes,No,High,985,In Progress,Configuration fix,2026-09-02,Qualys
SRV-1577,DB-UAT-0577,10.78.29.25,Ubuntu 22.04,John Murphy,UAT,Critical,273650,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-28,2026-08-07,48,Yes,No,Low,762,Mitigated,Upgrade package,2026-08-31,Qualys
SRV-1578,WEB-PRODUCTION-0578,10.162.191.155,Windows Server 2016,John Murphy,UAT,High,201149,CVE-2021-44228,Log4Shell,10.0,2026-03-18,2026-08-03,150,No,Yes,High,961,Mitigated,Upgrade package,2026-09-04,Qualys
SRV-1579,APP-PRODUCTION-0579,10.33.50.108,RHEL 9,Michael Byrne,Dev,High,291895,CVE-2021-44228,Log4Shell,10.0,2026-06-24,2026-07-29,52,No,Yes,Medium,1000,Open,Configuration fix,2026-09-11,Qualys
SRV-1580,APP-UAT-0580,10.179.248.34,Windows Server 2022,John Murphy,Production,Medium,199714,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-08,2026-07-21,129,No,No,Low,702,Mitigated,Apply vendor patch,2026-08-26,Qualys
SRV-1581,FILE-UAT-0581,10.156.70.53,Windows Server 2019,John Murphy,UAT,Medium,399839,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-08,2026-07-29,99,Yes,Yes,Low,929,In Progress,Upgrade package,2026-09-04,Qualys
SRV-1582,APP-PRODUCTION-0582,10.12.137.61,Windows Server 2022,John Murphy,UAT,High,245624,CVE-2023-3519,Citrix ADC RCE,9.8,2026-06-07,2026-07-29,69,Yes,No,High,945,Mitigated,Deploy KB update,2026-10-07,Qualys
SRV-1583,API-UAT-0583,10.84.22.243,Ubuntu 22.04,Sean Kelly,Dev,High,170050,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-08-14,2026-08-14,1,No,No,Medium,940,Open,Apply vendor patch,2026-10-07,Qualys
SRV-1584,WEB-PRODUCTION-0584,10.185.191.177,RHEL 8,Michael Byrne,UAT,High,331832,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-06-04,2026-08-10,72,Yes,No,Medium,962,Open,Configuration fix,2026-08-25,Qualys
SRV-1585,FILE-PRODUCTION-0585,10.127.47.118,Windows Server 2019,David Walsh,UAT,High,398664,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-25,2026-08-04,112,No,Yes,Low,848,In Progress,Apply vendor patch,2026-09-04,Qualys
SRV-1586,APP-PRODUCTION-0586,10.37.19.110,Windows Server 2019,Niamh Murphy,Test,Medium,152551,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-06,2026-07-25,101,Yes,Yes,Low,937,Open,Configuration fix,2026-09-09,Qualys
SRV-1587,APP-PRODUCTION-0587,10.69.37.241,Ubuntu 22.04,Laura Smith,Production,Critical,104926,CVE-2020-1472,Zerologon,10.0,2026-08-11,2026-08-15,4,Yes,No,Low,966,Open,Deploy KB update,2026-08-24,Qualys
SRV-1588,DB-UAT-0588,10.123.40.63,Windows Server 2016,Sean Kelly,Dev,Medium,385009,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-23,2026-07-20,114,Yes,Yes,High,850,Open,Upgrade package,2026-08-22,Qualys
SRV-1589,APP-PRODUCTION-0589,10.59.110.99,Windows Server 2019,Aoife Ryan,Dev,Medium,218428,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-30,2026-08-11,107,No,Yes,Medium,700,Open,Apply vendor patch,2026-08-30,Qualys
SRV-1590,API-UAT-0590,10.31.93.237,Windows Server 2016,John Murphy,UAT,Medium,193358,CVE-2020-1472,Zerologon,10.0,2026-06-03,2026-08-04,73,No,No,Low,959,Open,Configuration fix,2026-08-25,Qualys
SRV-1591,DB-PRODUCTION-0591,10.70.235.128,Ubuntu 22.04,Aoife Ryan,Dev,Medium,140039,CVE-2021-44228,Log4Shell,10.0,2026-03-08,2026-07-20,160,Yes,Yes,Low,986,Open,Upgrade package,2026-08-25,Qualys
SRV-1592,WEB-UAT-0592,10.246.187.72,Windows Server 2019,Sarah OBrien,Dev,High,166865,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-14,2026-07-20,123,Yes,No,Medium,838,In Progress,Configuration fix,2026-09-12,Qualys
SRV-1593,DB-PRODUCTION-0593,10.206.242.168,Windows Server 2019,Patrick Doyle,Test,Medium,388011,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-01,2026-07-27,106,No,No,Low,911,Mitigated,Deploy KB update,2026-09-09,Qualys
SRV-1594,APP-PRODUCTION-0594,10.61.93.1,Windows Server 2019,John Murphy,Dev,High,392749,CVE-2020-1472,Zerologon,10.0,2026-04-29,2026-07-30,108,No,Yes,High,1000,Open,Upgrade package,2026-09-08,Qualys
SRV-1595,APP-UAT-0595,10.63.54.212,Windows Server 2019,John Murphy,UAT,Medium,161465,CVE-2023-3519,Citrix ADC RCE,9.8,2026-07-10,2026-08-06,36,Yes,No,Low,988,Open,Configuration fix,2026-09-08,Qualys
SRV-1596,FILE-PRODUCTION-0596,10.8.38.94,Windows Server 2019,Sarah OBrien,UAT,Medium,140404,CVE-2020-1472,Zerologon,10.0,2026-02-26,2026-07-28,170,Yes,No,High,959,Open,Configuration fix,2026-10-02,Qualys
SRV-1597,FILE-UAT-0597,10.185.87.114,Ubuntu 22.04,John Murphy,Dev,Medium,158335,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-02-17,2026-07-16,179,Yes,Yes,Low,898,Open,Deploy KB update,2026-09-17,Qualys
SRV-1598,API-UAT-0598,10.236.147.129,Windows Server 2022,Emma Kelly,Test,Critical,182208,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-28,2026-07-25,109,Yes,Yes,Low,918,In Progress,Deploy KB update,2026-10-02,Qualys
SRV-1599,APP-PRODUCTION-0599,10.210.178.120,RHEL 8,Aoife Ryan,Test,High,299475,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-07-31,2026-08-08,15,Yes,Yes,Medium,910,Mitigated,Configuration fix,2026-08-28,Qualys
SRV-1600,DB-PRODUCTION-0600,10.62.73.42,RHEL 9,Sarah OBrien,Production,Critical,211101,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-07-26,2026-08-04,20,Yes,No,High,1000,Mitigated,Deploy KB update,2026-09-25,Qualys
SRV-1601,WEB-UAT-0601,10.12.13.81,Windows Server 2016,Michael Byrne,Production,High,286986,CVE-2020-1472,Zerologon,10.0,2026-07-24,2026-07-28,22,Yes,No,Low,1000,Open,Upgrade package,2026-10-03,Qualys
SRV-1602,WEB-UAT-0602,10.105.230.190,RHEL 9,Sarah OBrien,UAT,Medium,112417,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-07-12,2026-07-24,34,No,No,Low,916,Open,Upgrade package,2026-08-26,Qualys
SRV-1603,APP-PRODUCTION-0603,10.207.175.168,Windows Server 2019,David Walsh,Dev,Medium,334608,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-07-25,2026-07-26,21,Yes,No,Medium,871,In Progress,Configuration fix,2026-08-18,Qualys
SRV-1604,API-PRODUCTION-0604,10.246.40.146,Ubuntu 22.04,Niamh Murphy,Production,Medium,107833,CVE-2021-44228,Log4Shell,10.0,2026-05-07,2026-08-08,100,Yes,No,Low,976,Open,Configuration fix,2026-08-22,Qualys
SRV-1605,DB-UAT-0605,10.91.23.19,Windows Server 2019,Niamh Murphy,Dev,High,348125,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-31,2026-08-10,76,Yes,No,Low,838,Open,Apply vendor patch,2026-09-21,Qualys
SRV-1606,API-PRODUCTION-0606,10.113.94.132,RHEL 9,Aoife Ryan,Dev,Critical,143773,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-02,2026-08-03,74,No,No,Medium,882,Mitigated,Apply vendor patch,2026-09-24,Qualys
SRV-1607,WEB-PRODUCTION-0607,10.219.27.75,RHEL 8,David Walsh,Test,Critical,138261,CVE-2021-44228,Log4Shell,10.0,2026-06-13,2026-07-24,63,Yes,No,Medium,1000,Mitigated,Apply vendor patch,2026-09-07,Qualys
SRV-1608,WEB-PRODUCTION-0608,10.47.188.28,RHEL 8,Patrick Doyle,UAT,High,310512,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-31,2026-07-18,137,Yes,Yes,Medium,889,In Progress,Configuration fix,2026-08-29,Qualys
SRV-1609,WEB-PRODUCTION-0609,10.243.121.38,Ubuntu 22.04,Emma Kelly,Dev,Medium,397903,CVE-2021-44228,Log4Shell,10.0,2026-07-16,2026-08-07,30,Yes,No,High,1000,In Progress,Configuration fix,2026-09-15,Qualys
SRV-1610,FILE-UAT-0610,10.65.163.46,Windows Server 2016,David Walsh,Production,Critical,243605,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-08-09,2026-08-09,6,No,Yes,Medium,947,Mitigated,Configuration fix,2026-10-10,Qualys
SRV-1611,APP-PRODUCTION-0611,10.24.230.231,RHEL 8,Aoife Ryan,Dev,High,186262,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-02-24,2026-07-18,172,Yes,No,Medium,863,In Progress,Configuration fix,2026-09-19,Qualys
SRV-1612,API-UAT-0612,10.211.3.144,RHEL 9,Emma Kelly,Production,Medium,175821,CVE-2021-44228,Log4Shell,10.0,2026-02-17,2026-08-02,179,Yes,No,High,995,Open,Configuration fix,2026-10-14,Qualys
SRV-1613,FILE-UAT-0613,10.134.185.1,RHEL 8,David Walsh,Test,High,151089,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-25,2026-08-12,82,Yes,Yes,Low,946,Open,Configuration fix,2026-09-29,Qualys
SRV-1614,DB-PRODUCTION-0614,10.244.49.249,Ubuntu 22.04,Laura Smith,Production,Medium,294120,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-03-14,2026-08-03,154,Yes,Yes,Medium,727,In Progress,Apply vendor patch,2026-09-29,Qualys
SRV-1615,DB-UAT-0615,10.213.139.110,RHEL 9,Aoife Ryan,Production,High,192177,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-20,2026-08-02,117,No,No,Medium,882,Open,Deploy KB update,2026-09-19,Qualys
SRV-1616,FILE-UAT-0616,10.180.159.241,Windows Server 2016,Sarah OBrien,Production,High,146996,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-02-27,2026-07-24,169,Yes,No,High,917,In Progress,Apply vendor patch,2026-09-25,Qualys
SRV-1617,APP-PRODUCTION-0617,10.199.117.142,RHEL 8,Sarah OBrien,UAT,High,346192,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-08-06,2026-08-11,9,Yes,No,Medium,883,In Progress,Configuration fix,2026-08-16,Qualys
SRV-1618,DB-UAT-0618,10.215.232.204,RHEL 8,Emma Kelly,Production,Medium,317347,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-07,2026-08-06,130,Yes,Yes,High,964,Open,Upgrade package,2026-10-08,Qualys
SRV-1619,APP-UAT-0619,10.62.143.250,RHEL 8,Emma Kelly,Test,High,127043,CVE-2023-3519,Citrix ADC RCE,9.8,2026-03-14,2026-08-05,154,No,Yes,Low,972,In Progress,Deploy KB update,2026-09-10,Qualys
SRV-1620,APP-PRODUCTION-0620,10.162.148.201,RHEL 8,Michael Byrne,UAT,High,269032,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-25,2026-08-08,112,Yes,Yes,High,942,Open,Configuration fix,2026-08-16,Qualys
SRV-1621,API-PRODUCTION-0621,10.147.98.7,Ubuntu 22.04,David Walsh,Test,Medium,287758,CVE-2021-44228,Log4Shell,10.0,2026-07-06,2026-08-15,40,Yes,Yes,Low,1000,Open,Upgrade package,2026-08-28,Qualys
SRV-1622,WEB-UAT-0622,10.22.240.37,Ubuntu 22.04,John Murphy,Production,Medium,158160,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-05-10,2026-07-22,97,No,Yes,High,733,Open,Upgrade package,2026-09-01,Qualys
SRV-1623,APP-UAT-0623,10.26.126.204,Windows Server 2016,Patrick Doyle,Production,Critical,355075,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-10,2026-07-19,127,Yes,Yes,Low,906,In Progress,Configuration fix,2026-10-11,Qualys
SRV-1624,APP-UAT-0624,10.3.232.46,Ubuntu 22.04,Laura Smith,Production,High,161450,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-21,2026-07-21,116,Yes,No,Medium,950,Mitigated,Apply vendor patch,2026-08-26,Qualys
SRV-1625,WEB-PRODUCTION-0625,10.133.132.195,Windows Server 2019,Emma Kelly,Dev,Medium,160182,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-07-14,2026-08-09,32,Yes,Yes,Medium,777,Open,Deploy KB update,2026-08-21,Qualys
